Type of Product,Date of Purchase,Time of Purchase,Cost of Purchase,Qty of Purchase,With Promotion,Customer ID,Seller Brand,Seller ID,Rating,Time Taken for Transaction (s)
Fashion,31/08/2020,2023-03-18 20:08:26.243901,11.15,9,0,23263,Ally Fashion,831,5,33.07
Fashion,15/09/2020,2023-03-18 19:51:59.243902,206.28,9,0,44015,Primark,785,5,77.56
Fashion,13/12/2020,2023-03-18 18:58:13.243904,877.43,9,0,37227,C&A,888,1,21.9
Fashion,07/05/2021,2023-03-18 18:24:42.243906,574.36,1,0,39738,Fashion Nova,958,5,72.38
Fashion,15/05/2020,2023-03-18 20:24:43.243907,603.32,1,0,36836,Boohoo,476,1,5.88
Fashion,18/12/2021,2023-03-18 19:32:09.243909,777.28,8,1,11429,H&M,487,4,117.24
Fashion,13/11/2020,2023-03-18 18:31:57.243910,231.7,5,0,43832,Oysho,519,1,2.44
Fashion,01/05/2021,2023-03-18 19:54:54.243912,729.15,6,0,56612,River Island,512,5,68.1
Fashion,12/01/2021,2023-03-18 18:47:53.243914,193.79,1,1,92215,Lefties,227,1,108.26
Fashion,09/03/2021,2023-03-18 19:05:27.243915,573.7,3,0,89334,H&M,966,2,87.45
Fashion,21/11/2021,2023-03-18 20:14:58.243917,981.57,4,1,63255,Bershka,158,2,70.02
Fashion,27/01/2021,2023-03-18 19:07:46.243918,981.48,10,0,37372,Pull & Bear,410,2,40.72
Fashion,18/11/2020,2023-03-18 19:16:07.243920,294.83,8,0,83607,The Iconic,964,3,39.64
Fashion,12/07/2020,2023-03-18 19:18:50.243922,923.7,3,1,19484,Nasty Gal,657,3,87.6
Fashion,09/11/2020,2023-03-18 18:36:37.243924,358.06,4,0,15702,Reserved,873,1,103.05
Fashion,14/01/2022,2023-03-18 19:37:54.243925,360.23,8,0,44946,Pull & Bear,110,4,89.7
Fashion,12/12/2021,2023-03-18 18:06:30.243927,362.43,2,1,38571,Boohoo,106,1,109.86
Fashion,06/02/2021,2023-03-18 18:11:03.243929,470.32,5,1,41189,Supre,399,1,30.14
Fashion,28/12/2020,2023-03-18 20:11:10.243930,810.2,9,0,74476,Reebok,327,2,112.76
Fashion,01/08/2020,2023-03-18 17:52:34.243932,55.54,7,0,57410,Stradivarius,202,1,93.82
Fashion,01/02/2020,2023-03-18 18:42:50.243933,374.82,10,1,54992,Sportsgirl,458,1,39.57
Fashion,14/07/2020,2023-03-18 19:38:08.243935,973.77,10,0,46276,Miss Selfridge,458,5,118.56
Fashion,01/06/2020,2023-03-18 18:12:46.243937,94.62,1,0,87300,Nasty Gal,793,2,80.28
Fashion,03/09/2021,2023-03-18 18:06:21.243938,433.07,10,1,98107,Ally Fashion,750,3,47.12
Fashion,12/10/2020,2023-03-18 19:21:54.243940,546.56,10,1,73690,Ally Fashion,830,3,57.17
Fashion,07/08/2020,2023-03-18 19:59:19.243942,990.47,1,0,74194,Shein,388,4,46.94
Fashion,09/10/2021,2023-03-18 19:05:32.243943,720.95,3,1,20637,Boohoo,639,1,100.62
Fashion,15/10/2021,2023-03-18 19:24:12.243945,685.7,2,0,76222,River Island,783,3,79.95
Fashion,07/05/2021,2023-03-18 19:38:32.243947,433.11,9,1,52069,AS Colour,828,2,108.4
Fashion,16/11/2020,2023-03-18 18:22:24.243948,535.28,7,0,34241,Reserved,820,5,31.81
Fashion,15/01/2022,2023-03-18 18:48:44.243950,953.53,5,1,11657,Missguided,791,4,7.97
Fashion,02/11/2020,2023-03-18 19:33:04.243952,663.69,6,1,62840,Temt,579,1,97.69
Fashion,23/11/2020,2023-03-18 19:11:53.243953,299.99,5,1,99530,River Island,797,1,119.11
Fashion,17/08/2021,2023-03-18 18:33:05.243955,701.6,5,0,22422,Stradivarius,784,5,117.38
Fashion,23/06/2021,2023-03-18 18:34:50.243956,440.34,6,0,93798,Mango Outlet,382,3,33.96
Fashion,08/03/2021,2023-03-18 19:44:14.243958,603.63,8,1,96449,Reserved,452,1,80.71
Fashion,29/06/2021,2023-03-18 19:08:44.243960,751.43,10,0,34674,AS Colour,911,4,14.76
Fashion,25/09/2021,2023-03-18 18:40:29.243962,28.8,2,1,37426,Boohoo,148,2,86.75
Fashion,31/07/2020,2023-03-18 17:59:11.243963,180.08,4,1,21810,Boohoo,234,2,95.28
Fashion,11/06/2020,2023-03-18 18:44:13.243965,261.6,4,1,34029,Pull & Bear,176,3,100.19
Fashion,28/07/2020,2023-03-18 19:16:14.243966,142.59,8,1,99194,Boohoo,251,3,26.02
Fashion,24/11/2020,2023-03-18 19:35:11.243968,446.81,9,0,89546,Puma,380,2,77.0
Fashion,02/01/2021,2023-03-18 19:09:42.243970,670.08,10,0,87298,Miss Selfridge,365,4,66.37
Fashion,16/03/2020,2023-03-18 19:25:19.243971,548.59,9,1,81926,Shein,689,5,32.82
Fashion,19/02/2022,2023-03-18 19:13:14.243973,677.57,10,1,54031,River Island,414,5,84.02
Fashion,13/02/2021,2023-03-18 18:42:27.243974,810.48,8,0,70960,C&A,570,4,26.45
Fashion,11/01/2022,2023-03-18 19:37:17.243976,395.66,9,0,83394,Zalando,431,4,54.4
Fashion,25/07/2021,2023-03-18 18:44:20.243978,526.66,9,0,67916,Reserved,604,5,11.4
Fashion,28/04/2020,2023-03-18 19:29:13.243980,237.21,3,1,92871,Oysho,616,2,58.7
Fashion,21/01/2020,2023-03-18 19:12:03.243982,592.05,2,1,49391,Primark,800,1,98.83
Fashion,13/02/2022,2023-03-18 18:51:36.243983,360.53,1,0,90166,C&A,108,5,1.51
Fashion,18/11/2020,2023-03-18 18:30:02.243985,60.23,7,1,75398,Mango Outlet,657,1,118.63
Fashion,12/06/2021,2023-03-18 19:29:20.243987,487.79,7,1,66599,Stradivarius,446,1,95.56
Fashion,20/10/2021,2023-03-18 18:12:42.243988,997.08,1,0,67376,Sportsgirl,750,1,104.29
Fashion,24/09/2021,2023-03-18 19:28:51.243990,769.47,9,0,24179,Boohoo,374,2,41.59
Fashion,30/09/2021,2023-03-18 18:54:26.243992,359.1,9,1,27573,Supre,427,5,95.39
Fashion,31/10/2020,2023-03-18 18:16:37.243993,285.84,7,1,22640,Nasty Gal,793,2,65.98
Fashion,12/01/2020,2023-03-18 17:50:00.243995,456.36,4,0,74640,Mango Outlet,862,1,96.78
Fashion,19/09/2020,2023-03-18 20:00:32.243997,915.48,7,0,83852,Sportsgirl,901,5,44.02
Fashion,29/10/2021,2023-03-18 18:42:47.243998,639.89,5,1,83356,Sportsgirl,335,3,0.2
Fashion,06/12/2021,2023-03-18 17:47:00.244000,270.18,8,0,19657,Oysho,463,5,14.82
Fashion,04/11/2021,2023-03-18 18:15:08.244002,952.33,7,0,99001,Pull & Bear,104,2,37.26
Fashion,19/10/2021,2023-03-18 19:29:50.244004,824.11,2,0,24606,River Island,893,1,8.25
Fashion,16/01/2021,2023-03-18 19:02:07.244005,504.62,7,1,24765,Nasty Gal,880,1,66.95
Fashion,22/07/2020,2023-03-18 20:18:54.244007,150.88,8,0,55321,H&M,670,2,107.68
Fashion,13/02/2020,2023-03-18 19:08:53.244008,380.68,7,1,93748,Fashion Nova,439,3,6.2
Fashion,17/01/2022,2023-03-18 19:17:30.244010,149.4,8,0,37153,Temt,708,3,6.29
Fashion,07/03/2021,2023-03-18 19:34:18.244012,590.54,8,0,59357,C&A,640,5,2.9
Fashion,14/07/2020,2023-03-18 19:09:00.244014,432.06,10,0,99965,Boohoo,623,1,47.32
Fashion,09/12/2020,2023-03-18 18:08:12.244015,259.62,6,0,50096,Miss Selfridge,381,2,54.94
Fashion,09/09/2021,2023-03-18 18:01:18.244017,444.52,8,1,68098,C&A,238,2,4.82
Fashion,04/12/2021,2023-03-18 18:21:58.244018,411.07,10,0,87950,Missguided,458,4,73.69
Fashion,07/03/2021,2023-03-18 19:08:56.244020,885.72,3,0,73077,Reserved,505,1,110.84
Fashion,25/03/2021,2023-03-18 20:13:48.244022,766.59,2,1,47091,Zalando,170,4,40.03
Fashion,12/11/2020,2023-03-18 17:53:05.244023,829.68,5,1,27167,Primark,590,4,119.79
Fashion,01/04/2020,2023-03-18 17:50:47.244025,454.72,3,1,46970,Supre,145,2,61.42
Fashion,09/03/2020,2023-03-18 19:28:23.244027,765.84,10,0,85646,New Look,514,5,48.31
Fashion,25/07/2021,2023-03-18 19:35:27.244028,785.08,4,1,79149,Temt,515,3,88.13
Fashion,10/06/2021,2023-03-18 18:56:29.244030,709.37,7,1,99979,Supre,859,4,88.52
Fashion,20/01/2022,2023-03-18 19:45:39.244031,400.63,6,1,38157,Mango Outlet,651,4,7.83
Fashion,23/08/2021,2023-03-18 17:47:32.244033,168.48,1,0,12149,New Look,789,5,92.52
Fashion,02/04/2020,2023-03-18 17:44:36.244035,159.58,7,1,13960,Reserved,508,1,117.66
Fashion,16/05/2021,2023-03-18 18:39:41.244036,775.8,8,1,97570,Puma,105,3,39.68
Fashion,10/09/2020,2023-03-18 20:22:19.244038,140.01,1,0,56275,Missguided,239,1,40.06
Fashion,13/06/2021,2023-03-18 17:53:20.244040,891.52,10,1,54022,Nasty Gal,946,3,48.03
Fashion,05/01/2020,2023-03-18 18:44:51.244041,365.72,2,1,56529,Supre,223,2,119.2
Fashion,02/12/2020,2023-03-18 19:36:44.244043,6.92,4,0,59360,AS Colour,506,2,101.9
Fashion,29/12/2020,2023-03-18 18:11:05.244044,390.54,4,1,68592,Fashion Nova,578,1,5.76
Fashion,11/03/2020,2023-03-18 19:29:34.244046,791.54,8,1,82910,Pull & Bear,449,5,71.02
Fashion,18/06/2021,2023-03-18 17:49:44.244048,566.15,2,1,13918,New Look,936,1,46.14
Fashion,30/03/2020,2023-03-18 18:49:52.244049,322.39,8,0,44147,Stradivarius,771,1,3.01
Fashion,08/06/2021,2023-03-18 19:56:26.244051,445.68,1,1,31087,Reserved,132,1,79.3
Fashion,17/11/2021,2023-03-18 20:05:29.244052,140.76,10,1,15311,Bershka,400,3,72.15
Fashion,01/12/2020,2023-03-18 19:33:00.244054,512.17,1,1,46337,Mango Outlet,651,3,67.93
Fashion,04/07/2021,2023-03-18 19:28:52.244056,985.61,3,0,89611,Supre,567,1,67.95
Fashion,14/08/2020,2023-03-18 20:03:50.244057,262.22,8,1,78870,Miss Selfridge,622,3,16.02
Fashion,01/01/2021,2023-03-18 17:54:56.244059,194.44,6,0,12156,Shein,770,2,8.91
Fashion,07/04/2021,2023-03-18 19:44:29.244061,74.27,8,0,45382,Reserved,503,1,3.29
Fashion,04/08/2020,2023-03-18 20:01:50.244062,48.07,8,1,39275,Pull & Bear,312,5,49.49
Fashion,04/09/2020,2023-03-18 18:18:15.244064,837.08,10,0,89531,Supre,748,3,18.53
Fashion,26/11/2020,2023-03-18 18:21:53.244066,624.71,10,0,72001,Miss Selfridge,936,1,86.65
Fashion,10/11/2020,2023-03-18 19:25:12.244067,7.49,9,0,23144,The Iconic,618,1,42.62
Fashion,02/12/2021,2023-03-18 19:11:58.244069,59.34,6,0,76229,C&A,372,4,43.67
Fashion,14/06/2020,2023-03-18 19:44:05.244070,53.75,1,0,31639,Reebok,904,5,86.18
Fashion,22/09/2020,2023-03-18 18:17:24.244072,311.73,1,0,40573,Oysho,203,5,8.68
Fashion,06/11/2021,2023-03-18 19:45:51.244074,846.41,9,1,64809,H&M,570,4,20.1
Fashion,13/02/2020,2023-03-18 18:49:01.244075,379.16,8,1,56383,Lefties,704,1,95.88
Fashion,26/12/2021,2023-03-18 19:00:13.244077,390.83,10,0,37632,Temt,562,1,71.16
Fashion,14/08/2020,2023-03-18 19:42:08.244078,716.37,10,0,80669,Puma,129,1,1.23
Fashion,04/09/2020,2023-03-18 20:25:38.244080,567.53,2,0,88319,C&A,539,3,99.39
Fashion,08/11/2021,2023-03-18 18:49:41.244082,185.57,6,1,61974,Puma,820,1,2.27
Fashion,14/06/2021,2023-03-18 17:48:04.244083,70.33,10,0,91828,Oysho,101,1,39.28
Fashion,16/05/2020,2023-03-18 19:28:58.244085,660.38,5,0,44928,Nasty Gal,444,1,78.09
Fashion,22/05/2020,2023-03-18 19:52:43.244086,836.98,1,0,50297,H&M,584,1,47.85
Fashion,18/01/2020,2023-03-18 19:14:01.244088,343.91,1,1,17065,Puma,409,1,68.37
Fashion,21/08/2021,2023-03-18 17:58:45.244090,475.31,3,1,28269,Bershka,220,3,40.09
Fashion,29/06/2020,2023-03-18 18:10:50.244092,862.07,6,0,36554,Puma,858,3,76.83
Fashion,19/03/2021,2023-03-18 17:57:40.244093,347.79,7,0,90556,Sportsgirl,888,3,39.35
Fashion,18/10/2020,2023-03-18 20:02:45.244095,187.12,6,1,36279,Reebok,246,3,82.48
Fashion,26/08/2020,2023-03-18 18:54:43.244096,805.23,9,0,77861,H&M,782,2,84.66
Fashion,10/09/2021,2023-03-18 20:14:25.244098,337.03,7,0,56272,Shein,388,3,57.38
Fashion,12/04/2021,2023-03-18 19:20:01.244100,241.61,3,1,21262,Shein,192,1,34.21
Fashion,18/06/2021,2023-03-18 18:42:08.244101,824.98,1,1,92133,Reebok,361,3,111.48
Fashion,14/11/2020,2023-03-18 19:41:46.244103,437.47,3,1,85230,Missguided,532,5,24.28
Fashion,06/02/2021,2023-03-18 20:25:26.244105,38.61,1,0,28886,Pull & Bear,386,3,86.47
Fashion,21/01/2022,2023-03-18 20:16:55.244106,105.18,1,0,67485,Oysho,501,3,55.35
Fashion,11/01/2020,2023-03-18 19:36:14.244108,847.62,3,0,92493,Missguided,173,1,43.78
Fashion,03/09/2020,2023-03-18 19:19:58.244110,345.87,10,0,38583,Sportsgirl,252,2,53.56
Fashion,28/06/2020,2023-03-18 18:40:21.244111,831.65,6,0,63517,Sportsgirl,697,4,105.11
Fashion,25/08/2020,2023-03-18 19:45:28.244113,979.88,9,1,88209,Fashion Nova,433,2,6.51
Fashion,02/10/2021,2023-03-18 20:00:45.244114,571.27,6,1,16410,Boohoo,333,2,64.58
Fashion,10/09/2021,2023-03-18 19:19:59.244116,771.27,3,0,89221,Reserved,719,4,41.12
Fashion,18/05/2021,2023-03-18 20:00:50.244118,643.16,3,1,75351,New Look,854,1,51.87
Fashion,07/12/2021,2023-03-18 17:57:02.244120,296.0,7,0,46007,The Iconic,959,3,105.19
Fashion,21/10/2021,2023-03-18 18:38:19.244122,116.78,10,0,37182,Mango Outlet,868,3,31.38
Fashion,06/04/2021,2023-03-18 18:40:28.244123,28.88,6,0,94880,River Island,173,3,62.85
Fashion,25/01/2020,2023-03-18 19:37:49.244125,580.08,10,0,19325,Stradivarius,607,5,10.6
Fashion,30/09/2021,2023-03-18 19:31:23.244127,439.04,5,0,43044,New Look,324,3,88.51
Fashion,24/08/2020,2023-03-18 19:12:45.244128,976.16,2,0,12946,Reebok,457,3,51.71
Fashion,20/11/2021,2023-03-18 19:22:45.244130,782.96,7,0,52791,PrettyLittleThing,279,4,98.96
Fashion,09/01/2022,2023-03-18 19:04:38.244132,634.39,1,1,10387,Pull & Bear,686,4,19.1
Fashion,11/07/2021,2023-03-18 19:52:50.244133,837.96,2,0,21167,Sportsgirl,423,5,100.12
Fashion,05/08/2020,2023-03-18 18:15:16.244135,428.47,7,0,80784,Bershka,878,3,5.84
Fashion,11/02/2022,2023-03-18 18:58:03.244137,164.49,8,1,50490,Fashion Nova,962,4,27.39
Fashion,22/07/2020,2023-03-18 17:47:56.244138,505.17,7,0,72331,Nasty Gal,416,1,91.78
Fashion,13/02/2022,2023-03-18 19:15:12.244140,800.28,3,0,94261,River Island,842,5,107.66
Fashion,24/02/2021,2023-03-18 18:35:41.244141,974.54,9,1,52849,H&M,172,1,7.12
Fashion,14/12/2020,2023-03-18 19:20:32.244143,170.87,6,0,83078,Nasty Gal,506,4,54.79
Fashion,05/05/2020,2023-03-18 18:32:49.244144,610.94,9,1,12767,Nasty Gal,876,1,64.71
Fashion,13/11/2020,2023-03-18 19:07:14.244146,660.45,6,1,24286,Primark,197,3,70.23
Fashion,20/09/2020,2023-03-18 17:58:04.244148,602.41,4,1,72223,Shein,475,3,5.06
Fashion,04/06/2020,2023-03-18 18:54:33.244149,42.47,9,0,20861,Bershka,450,1,8.09
Fashion,11/03/2020,2023-03-18 18:37:09.244151,237.97,3,1,11590,Bershka,215,5,82.96
Fashion,10/11/2020,2023-03-18 19:52:31.244153,859.48,6,0,56038,Puma,966,1,87.9
Fashion,02/12/2020,2023-03-18 20:05:11.244154,432.66,8,1,96207,The Iconic,541,4,35.36
Fashion,14/07/2021,2023-03-18 19:16:02.244156,504.34,9,0,22269,The Iconic,738,3,111.24
Fashion,24/08/2021,2023-03-18 19:11:29.244158,52.68,5,1,23484,Missguided,481,3,98.22
Fashion,20/02/2020,2023-03-18 17:59:59.244159,459.4,1,0,44151,Missguided,789,4,58.89
Fashion,19/12/2021,2023-03-18 18:12:05.244161,19.49,2,0,62234,Shein,771,3,29.49
Fashion,23/01/2020,2023-03-18 18:10:03.244163,131.1,3,0,42236,Oysho,387,2,81.55
Fashion,08/03/2021,2023-03-18 18:47:29.244164,498.8,9,0,24525,Fashion Nova,118,4,83.51
Fashion,07/12/2020,2023-03-18 18:06:33.244166,951.31,3,1,74382,Oysho,975,2,1.92
Fashion,25/09/2020,2023-03-18 18:44:45.244168,633.48,4,1,32738,Zalando,592,5,85.14
Fashion,12/09/2020,2023-03-18 19:17:47.244169,171.66,10,1,15683,Fashion Nova,398,1,82.48
Fashion,18/03/2020,2023-03-18 20:01:43.244171,377.34,9,1,15126,Stradivarius,421,3,23.23
Fashion,10/10/2021,2023-03-18 17:55:07.244172,849.49,9,1,99740,The Iconic,510,1,103.79
Fashion,23/01/2021,2023-03-18 20:16:50.244174,376.07,5,1,51426,Ally Fashion,524,5,81.05
Fashion,24/01/2022,2023-03-18 19:34:45.244176,563.33,7,1,95862,New Look,958,3,54.18
Fashion,12/01/2021,2023-03-18 19:59:33.244178,17.07,9,1,66817,Oysho,447,1,41.08
Fashion,22/12/2021,2023-03-18 19:02:04.244179,521.95,1,1,52904,Sportsgirl,163,5,69.64
Fashion,18/06/2020,2023-03-18 19:28:06.244181,161.86,2,0,13671,PrettyLittleThing,526,3,8.36
Fashion,14/04/2020,2023-03-18 19:44:16.244182,506.07,9,0,20357,Sportsgirl,298,1,24.59
Fashion,25/07/2020,2023-03-18 19:20:11.244184,571.41,8,1,36019,Primark,121,3,37.38
Fashion,02/07/2020,2023-03-18 18:50:07.244186,580.52,4,0,97320,Supre,936,1,12.1
Fashion,31/12/2021,2023-03-18 17:53:34.244187,579.18,7,1,33153,Ally Fashion,295,1,109.78
Fashion,11/08/2020,2023-03-18 19:30:43.244189,171.1,8,0,30552,PrettyLittleThing,152,2,35.5
Fashion,14/03/2021,2023-03-18 20:24:59.244190,332.23,8,0,39128,Puma,633,5,22.23
Fashion,30/03/2020,2023-03-18 19:45:12.244192,945.25,8,0,94175,Shein,488,3,20.6
Fashion,12/06/2020,2023-03-18 18:30:36.244193,591.51,9,1,22094,Primark,264,3,118.13
Fashion,27/11/2021,2023-03-18 18:24:21.244195,585.5,8,1,78763,Pull & Bear,216,3,78.05
Fashion,21/11/2020,2023-03-18 17:58:32.244197,965.74,10,1,12872,Supre,855,3,7.63
Fashion,05/11/2021,2023-03-18 20:16:35.244198,670.15,8,0,61509,New Look,167,4,81.42
Fashion,14/04/2021,2023-03-18 19:09:20.244200,948.38,3,1,62367,Temt,454,3,3.79
Fashion,26/07/2021,2023-03-18 18:53:59.244202,723.85,7,0,61836,Supre,343,1,107.07
Fashion,10/02/2022,2023-03-18 17:50:06.244203,929.77,8,1,94869,Missguided,800,1,119.59
Fashion,10/12/2021,2023-03-18 18:53:47.244205,769.36,5,0,50820,Bershka,380,1,5.98
Fashion,16/12/2021,2023-03-18 19:51:52.244206,997.13,8,1,72161,Primark,790,2,16.35
Fashion,07/02/2020,2023-03-18 18:30:12.244208,304.02,3,0,85389,H&M,304,2,102.74
Fashion,03/05/2020,2023-03-18 17:44:40.244209,144.54,6,1,94039,Primark,833,3,87.0
Fashion,11/01/2020,2023-03-18 19:23:29.244211,206.77,7,0,53364,Puma,738,5,81.35
Fashion,15/01/2022,2023-03-18 17:41:07.244212,345.14,10,1,57856,Missguided,460,5,43.28
Fashion,15/01/2020,2023-03-18 19:09:46.244214,571.99,4,0,18147,Fashion Nova,843,3,116.52
Fashion,13/12/2020,2023-03-18 18:47:46.244215,665.23,1,1,92745,Reserved,944,5,91.31
Fashion,21/01/2022,2023-03-18 17:57:47.244217,818.49,8,0,94311,The Iconic,817,3,89.88
Fashion,11/09/2021,2023-03-18 18:03:28.244219,403.4,6,1,78134,Sportsgirl,481,2,69.62
Fashion,17/05/2020,2023-03-18 18:27:42.244220,694.58,9,1,90153,Pull & Bear,739,1,25.33
Fashion,16/12/2020,2023-03-18 18:31:49.244222,834.65,4,0,13094,Reebok,462,4,3.63
Fashion,04/10/2020,2023-03-18 18:19:16.244223,980.59,7,1,95032,Zalando,536,2,28.6
Fashion,19/04/2021,2023-03-18 20:25:45.244225,375.29,10,0,47789,Supre,849,4,96.17
Fashion,19/08/2020,2023-03-18 20:16:10.244226,436.98,9,1,83510,Fashion Nova,981,3,45.98
Fashion,25/02/2021,2023-03-18 18:53:54.244228,21.14,10,1,59818,AS Colour,939,2,5.01
Fashion,08/08/2020,2023-03-18 20:13:20.244230,819.48,8,0,77708,Temt,850,1,44.82
Fashion,30/12/2020,2023-03-18 20:16:58.244231,828.78,10,1,87681,Supre,468,2,2.71
Fashion,22/01/2020,2023-03-18 17:43:38.244233,393.54,7,0,17436,Stradivarius,446,2,15.97
Fashion,27/02/2022,2023-03-18 18:54:56.244234,803.97,5,1,52918,Reserved,151,4,115.91
Fashion,03/08/2021,2023-03-18 17:57:37.244236,935.65,4,0,10476,Sportsgirl,280,4,90.36
Fashion,11/04/2020,2023-03-18 19:00:57.244238,281.3,7,1,49048,The Iconic,732,5,10.06
Fashion,18/07/2020,2023-03-18 20:18:54.244239,982.75,7,1,37040,Missguided,878,3,1.75
Fashion,22/06/2020,2023-03-18 19:50:36.244241,283.91,3,0,65213,H&M,174,2,57.88
Fashion,04/09/2021,2023-03-18 18:06:55.244243,926.45,2,0,93405,Shein,609,5,102.54
Fashion,26/11/2021,2023-03-18 18:09:39.244244,39.32,10,1,89285,Zalando,727,4,94.43
Fashion,07/02/2022,2023-03-18 18:13:38.244246,36.46,1,1,20790,Shein,156,3,95.84
Fashion,18/08/2021,2023-03-18 18:20:54.244248,39.1,9,1,15046,AS Colour,685,1,42.03
Fashion,19/10/2020,2023-03-18 18:00:35.244250,62.27,9,1,99609,Reebok,648,5,87.47
Fashion,18/12/2021,2023-03-18 19:14:33.244251,627.27,9,1,12739,Supre,712,1,113.85
Fashion,26/11/2021,2023-03-18 20:20:49.244253,558.26,6,1,57648,Stradivarius,922,1,88.01
Fashion,17/01/2020,2023-03-18 18:13:04.244256,363.5,2,0,58471,Nasty Gal,147,1,40.07
Fashion,24/11/2020,2023-03-18 20:17:13.244257,176.47,6,1,66707,Pull & Bear,299,3,48.2
Fashion,30/07/2020,2023-03-18 18:19:57.244259,83.08,3,0,75710,Reebok,156,1,97.5
Fashion,04/10/2021,2023-03-18 19:03:09.244261,209.74,3,1,42706,Reebok,909,4,19.53
Fashion,02/07/2020,2023-03-18 17:51:42.244262,129.78,1,0,21076,Mango Outlet,853,3,1.98
Fashion,16/01/2022,2023-03-18 18:39:36.244264,23.81,9,1,92916,Primark,188,1,9.03
Fashion,25/09/2020,2023-03-18 18:01:21.244266,200.67,7,0,68185,Supre,587,3,107.92
Fashion,27/04/2021,2023-03-18 17:59:01.244267,46.36,2,0,58554,Zalando,161,3,99.33
Fashion,17/01/2020,2023-03-18 18:05:22.244269,440.01,6,0,84194,C&A,466,5,52.78
Fashion,11/10/2020,2023-03-18 19:02:01.244270,309.09,5,0,81940,H&M,781,5,89.96
Fashion,28/06/2021,2023-03-18 19:16:25.244272,353.94,8,1,80752,Fashion Nova,930,3,113.16
Fashion,14/11/2020,2023-03-18 19:52:05.244274,742.52,3,0,69084,Puma,613,1,4.17
Fashion,16/12/2021,2023-03-18 18:03:31.244275,666.57,5,0,84327,New Look,412,5,103.08
Fashion,23/09/2020,2023-03-18 18:04:25.244277,658.73,8,1,11258,Ally Fashion,940,3,102.29
Fashion,09/03/2021,2023-03-18 17:44:18.244278,302.36,4,1,55065,Reserved,214,3,2.53
Fashion,01/08/2021,2023-03-18 18:23:42.244280,434.1,1,0,46008,Mango Outlet,680,5,62.17
Fashion,29/01/2021,2023-03-18 18:51:11.244281,470.84,1,1,58295,Missguided,221,1,2.7
Fashion,20/11/2020,2023-03-18 18:29:43.244283,635.39,2,0,78544,Fashion Nova,720,1,38.89
Fashion,16/04/2021,2023-03-18 20:27:01.244285,70.42,10,0,30785,Nasty Gal,741,3,100.25
Fashion,28/11/2020,2023-03-18 20:18:59.244286,310.12,2,1,72727,Ally Fashion,637,3,45.85
Fashion,13/08/2021,2023-03-18 20:23:46.244288,762.69,2,1,55629,Boohoo,938,2,19.51
Fashion,14/05/2021,2023-03-18 18:46:49.244290,276.12,7,1,77947,Miss Selfridge,936,5,5.52
Fashion,31/10/2020,2023-03-18 19:35:49.244291,470.22,6,0,68417,Bershka,404,3,10.41
Fashion,12/04/2020,2023-03-18 19:35:39.244293,701.25,7,1,63053,Miss Selfridge,251,4,112.87
Fashion,13/06/2021,2023-03-18 17:52:03.244295,972.67,4,0,17713,Pull & Bear,940,4,70.6
Fashion,05/01/2021,2023-03-18 17:55:07.244296,117.64,8,1,57041,Pull & Bear,979,1,40.42
Fashion,10/09/2021,2023-03-18 19:54:58.244298,913.9,1,1,39716,PrettyLittleThing,915,1,38.97
Fashion,26/02/2021,2023-03-18 18:14:28.244299,875.65,2,1,16737,Lefties,387,5,68.37
Fashion,19/10/2021,2023-03-18 20:22:25.244301,37.32,9,1,84027,Primark,910,1,94.69
Fashion,27/09/2020,2023-03-18 18:31:59.244302,74.36,8,1,70270,The Iconic,605,1,62.23
Fashion,27/01/2020,2023-03-18 18:34:04.244304,108.69,10,1,49704,Puma,440,1,66.52
Fashion,08/01/2021,2023-03-18 18:30:08.244306,597.56,4,1,91525,PrettyLittleThing,468,5,117.84
Fashion,12/04/2021,2023-03-18 19:39:12.244307,243.84,6,0,72172,Stradivarius,219,5,72.0
Fashion,03/05/2021,2023-03-18 18:21:28.244309,11.05,4,1,23124,Supre,632,2,75.73
Fashion,14/02/2022,2023-03-18 20:12:50.244310,182.61,7,1,57990,Lefties,238,3,3.04
Fashion,27/05/2021,2023-03-18 18:57:11.244312,281.61,4,0,80800,H&M,320,3,97.15
Fashion,25/01/2021,2023-03-18 20:26:19.244313,714.46,8,0,82437,Stradivarius,704,3,9.62
Fashion,14/02/2020,2023-03-18 18:21:27.244315,144.43,8,1,99780,Sportsgirl,938,1,56.93
Fashion,07/08/2021,2023-03-18 18:55:11.244317,423.23,9,1,11243,AS Colour,403,4,59.6
Fashion,06/01/2021,2023-03-18 18:26:04.244319,248.2,3,1,24372,Pull & Bear,614,4,12.06
Fashion,09/06/2020,2023-03-18 18:09:10.244320,954.97,8,1,59217,Oysho,908,1,98.46
Fashion,15/01/2021,2023-03-18 17:56:19.244322,104.98,7,1,89578,Mango Outlet,483,4,46.28
Fashion,22/12/2021,2023-03-18 18:49:51.244323,487.68,3,1,49409,Primark,937,5,12.58
Fashion,11/09/2020,2023-03-18 19:27:08.244325,474.01,7,0,46715,Lefties,850,2,65.44
Fashion,25/10/2020,2023-03-18 20:10:28.244327,828.92,1,1,23652,Bershka,168,2,1.32
Fashion,07/07/2021,2023-03-18 18:48:20.244328,541.88,6,0,95940,Mango Outlet,523,2,80.17
Fashion,17/11/2021,2023-03-18 19:48:54.244330,247.14,8,1,51115,Mango Outlet,362,3,6.46
